Garage Finish,Screen Porch,Enclosed Porch,Total Bsmt SF,Sale Type,Land Contour,Lot Area,BsmtFin SF 2,Overall Cond,Functional,Exter Qual,Foundation,Sale Condition,Year Built,Mas Vnr Area,SalePrice,Pool Area,Neighborhood,Street,Kitchen Qual,Bsmt Cond,BsmtFin Type 2,Fireplaces,Paved Drive,Bedroom AbvGr,Mas Vnr Type,Exterior 2nd,Kitchen AbvGr,Low Qual Fin SF,House Style,MS Zoning,Garage Area,Roof Style,Bsmt Unf SF,Electrical,TotRms AbvGrd,Garage Yr Blt,Roof Matl,Condition 1,Garage Qual,BsmtFin SF 1,2nd Flr SF,Yr Sold,Central Air,Condition 2,Bsmt Exposure,Year Remod/Add,Gr Liv Area,Open Porch SF,MS SubClass,Heating QC,BsmtFin Type 1,Exter Cond,3Ssn Porch,Garage Cond,Lot Config,Land Slope,Misc Val,Lot Frontage,Bsmt Qual,Garage Cars,Wood Deck SF,Full Bath,Garage Type,Half Bath,Bldg Type,Lot Shape,1st Flr SF,Exterior 1st,Overall Qual,Mo Sold,Bsmt Full Bath,Heating
Fin,0,0,1800.0,WD ,Lvl,11923,0.0,5,Typ,Gd,PConc,Normal,2007,0.0,239000,0,CollgCr,Pave,Ex,TA,Unf,0,Y,2,None,VinylSd,1,0,1Story,RL,702.0,Gable,1800.0,SBrkr,7,2007.0,CompShg,Norm,TA,0.0,0,2009,Y,Norm,No,2007,1800,136,20,Ex,Unf,TA,0,TA,Corner,Gtl,0,122.0,Ex,2.0,288,2,Attchd,0,1Fam,IR1,1800,VinylSd,9,5,0.0,GasA
RFn,0,0,1505.0,WD ,Lvl,12160,0.0,4,Typ,TA,CBlock,Normal,1953,90.0,149500,0,NAmes,Pave,TA,TA,Unf,1,Y,2,BrkFace,Wd Sdng,1,0,1Story,RL,505.0,Hip,481.0,SBrkr,6,1953.0,CompShg,Feedr,TA,1024.0,0,2009,Y,Norm,No,1953,1505,0,20,Ex,BLQ,TA,162,TA,Inside,Gtl,0,128.0,TA,2.0,0,1,Attchd,0,1Fam,Reg,1505,Wd Sdng,6,2,1.0,GasA
Unf,0,156,980.0,WD ,Lvl,10421,0.0,5,Typ,TA,CBlock,Normal,1988,42.0,196500,0,NWAmes,Pave,TA,TA,Unf,1,Y,3,BrkFace,HdBoard,1,0,2Story,RL,496.0,Gable,586.0,SBrkr,7,1988.0,CompShg,Norm,TA,394.0,734,2010,Y,Norm,No,1988,1714,66,60,TA,GLQ,TA,0,TA,Inside,Gtl,500,80.0,Gd,2.0,228,2,Attchd,1,1Fam,Reg,980,HdBoard,7,3,0.0,GasA
Unf,0,0,836.0,WD ,Lvl,2104,0.0,6,Typ,TA,CBlock,Normal,1976,0.0,128500,0,NPkVill,Pave,TA,TA,Unf,0,Y,2,None,Brk Cmn,1,0,1Story,RL,345.0,Gable,300.0,SBrkr,5,1976.0,CompShg,Norm,TA,536.0,0,2009,Y,Norm,No,1976,836,20,120,TA,ALQ,TA,0,TA,Inside,Gtl,0,24.0,TA,1.0,150,1,Attchd,0,TwnhsE,Reg,836,Plywood,7,10,0.0,GasA
Fin,0,0,938.0,WD ,Lvl,7500,0.0,5,Typ,TA,PConc,Normal,1999,0.0,204000,0,Gilbert,Pave,TA,TA,Unf,1,Y,5,None,VinylSd,1,0,2Story,RL,482.0,Gable,938.0,SBrkr,7,1999.0,CompShg,Norm,TA,0.0,1342,2007,Y,Norm,No,2003,2299,30,60,Ex,Unf,TA,0,TA,Inside,Gtl,0,60.0,Gd,2.0,188,3,Attchd,1,1Fam,Reg,957,VinylSd,6,8,0.0,GasA
Unf,0,0,976.0,WD ,Lvl,7288,0.0,6,Typ,TA,CBlock,AdjLand,1942,0.0,102000,0,IDOTRR,Pave,TA,TA,Unf,0,N,2,None,MetalSd,1,0,1Story,RM,215.0,Gable,671.0,SBrkr,5,1942.0,CompShg,Artery,TA,305.0,0,2006,N,Norm,Mn,1950,976,0,30,TA,Rec,TA,0,TA,Inside,Gtl,0,50.0,TA,1.0,160,1,Detchd,0,1Fam,Reg,976,MetalSd,5,8,1.0,GasA
Fin,0,186,1208.0,WD ,Lvl,15410,859.0,6,Typ,TA,CBlock,Abnorml,1974,250.0,169000,0,Sawyer,Pave,TA,TA,GLQ,2,Y,3,BrkCmn,Plywood,1,0,1Story,RL,461.0,Hip,223.0,SBrkr,7,1974.0,CompShg,RRNe,TA,126.0,0,2010,Y,Norm,Gd,2002,1494,0,20,Ex,BLQ,Gd,0,TA,CulDSac,Gtl,0,39.0,TA,2.0,296,2,Attchd,0,1Fam,IR1,1494,Plywood,6,4,1.0,GasA
Unf,0,0,1440.0,Oth,Lvl,7711,0.0,3,Typ,TA,PConc,Abnorml,1977,0.0,150000,0,Edwards,Pave,TA,TA,Unf,0,N,4,None,MetalSd,2,0,1Story,RL,0.0,Gable,0.0,SBrkr,8,1977.0,CompShg,Norm,TA,1440.0,0,2007,Y,Norm,Gd,1977,1440,0,90,TA,GLQ,TA,0,TA,Inside,Gtl,0,42.0,Gd,0.0,321,2,Attchd,0,Duplex,IR1,1440,MetalSd,4,8,2.0,GasA
Unf,0,0,1040.0,WD ,Bnk,3000,0.0,1,Sev,TA,BrkTil,Abnorml,1922,0.0,62500,0,OldTown,Pave,TA,Fa,Unf,0,Y,4,None,MetalSd,2,0,2Story,RM,0.0,Hip,1040.0,SBrkr,11,1922.0,CompShg,Norm,TA,0.0,1040,2009,N,Norm,No,1950,2128,56,90,TA,Unf,TA,0,TA,Inside,Gtl,0,50.0,TA,0.0,0,2,Attchd,0,Duplex,Reg,1088,MetalSd,5,9,0.0,GasA
Unf,0,246,1302.0,WD ,Lvl,18160,0.0,6,Typ,TA,CBlock,Alloca,1964,138.0,154204,0,Gilbert,Grvl,TA,TA,Unf,1,P,3,BrkCmn,HdBoard,1,0,1Story,RL,480.0,Gable,752.0,SBrkr,6,1964.0,CompShg,Norm,TA,550.0,0,2007,Y,Norm,Av,1964,1128,108,20,Fa,BLQ,TA,0,TA,Inside,Gtl,0,160.0,TA,2.0,0,1,Attchd,0,1Fam,Reg,1128,HdBoard,6,3,1.0,GasA
Fin,0,0,1168.0,WD ,Lvl,7980,0.0,7,Typ,TA,PConc,Normal,1992,0.0,185000,0,Gilbert,Pave,TA,TA,Unf,0,Y,3,None,HdBoard,1,0,1Story,RL,420.0,Gable,233.0,SBrkr,6,1992.0,CompShg,Norm,TA,935.0,0,2010,Y,Norm,No,2007,1187,21,20,Ex,ALQ,Gd,0,TA,Inside,Gtl,500,69.2075858534085,Gd,2.0,483,2,Attchd,0,1Fam,IR1,1187,HdBoard,6,3,1.0,GasA
RFn,0,0,1160.0,WD ,Lvl,9545,0.0,5,Typ,Gd,PConc,Normal,2000,322.0,300000,0,NoRidge,Pave,Gd,TA,Unf,1,Y,3,BrkFace,VinylSd,1,0,2Story,RL,768.0,Gable,655.0,SBrkr,7,2000.0,CompShg,Norm,TA,505.0,1029,2006,Y,Norm,Mn,2000,2234,50,60,Ex,GLQ,TA,0,TA,Corner,Gtl,0,83.0,Gd,3.0,0,2,BuiltIn,1,1Fam,Reg,1205,VinylSd,8,6,1.0,GasA
Unf,0,0,1216.0,WD ,Lvl,8562,0.0,6,Min2,TA,CBlock,Normal,1957,145.0,144500,0,Edwards,Pave,TA,TA,Unf,1,Y,4,Stone,HdBoard,1,0,1Story,RL,364.0,Hip,833.0,FuseA,7,1957.0,CompShg,Norm,TA,383.0,0,2010,Y,Norm,Av,2002,1526,78,20,Ex,Rec,TA,0,TA,Inside,Mod,0,68.0,TA,1.0,116,1,Basment,0,1Fam,Reg,1526,HdBoard,5,5,0.0,GasA
Fin,0,0,1603.0,WD ,Lvl,10845,0.0,5,Typ,Gd,PConc,Normal,2003,504.0,284000,0,NridgHt,Pave,Gd,TA,Unf,1,Y,2,BrkFace,VinylSd,1,0,1Story,RL,732.0,Gable,454.0,SBrkr,7,2003.0,CompShg,Norm,TA,1149.0,0,2008,Y,Norm,Mn,2004,1575,28,20,Ex,GLQ,TA,0,TA,Corner,Gtl,0,92.0,Gd,3.0,216,2,Attchd,0,1Fam,IR1,1575,VinylSd,8,6,1.0,GasA
RFn,0,0,1522.0,WD ,Lvl,10800,182.0,7,Typ,TA,CBlock,Normal,1974,0.0,240000,0,NWAmes,Pave,TA,TA,Rec,1,Y,4,None,HdBoard,1,0,2Story,RL,624.0,Gable,384.0,SBrkr,9,1974.0,CompShg,Norm,TA,956.0,1066,2008,Y,Norm,No,1997,2614,243,60,TA,ALQ,TA,0,TA,Inside,Gtl,0,90.0,TA,2.0,38,2,Attchd,1,1Fam,Reg,1548,HdBoard,6,6,0.0,GasA
RFn,0,0,1494.0,WD ,Lvl,12803,0.0,5,Typ,Gd,PConc,Normal,2002,99.0,221000,0,CollgCr,Pave,Gd,TA,Unf,1,Y,3,BrkFace,VinylSd,1,0,1Story,RL,530.0,Gable,572.0,SBrkr,6,2002.0,CompShg,Norm,TA,922.0,0,2008,Y,Norm,Mn,2002,1494,36,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,88.0,Gd,2.0,192,2,Attchd,0,1Fam,IR1,1494,VinylSd,7,9,1.0,GasA
Unf,0,32,1836.0,WD ,Lvl,19800,0.0,8,Typ,TA,BrkTil,Normal,1935,0.0,415000,0,Edwards,Pave,Gd,TA,Unf,2,Y,5,None,Wd Sdng,1,0,2.5Unf,RL,836.0,Gable,1411.0,SBrkr,7,1993.0,CompShg,Norm,TA,425.0,1836,2006,Y,Norm,No,1990,3672,80,75,Gd,Rec,TA,0,TA,Inside,Gtl,0,60.0,TA,2.0,684,3,Detchd,1,1Fam,Reg,1836,BrkFace,6,12,0.0,GasA
Unf,180,0,672.0,WD ,Lvl,19950,0.0,7,Typ,TA,PConc,Normal,1928,0.0,235000,0,Edwards,Pave,TA,TA,Unf,2,P,4,None,Plywood,1,0,2Story,RL,795.0,Gable,672.0,SBrkr,8,1928.0,CompShg,Norm,TA,0.0,672,2006,Y,Norm,No,1950,2009,42,70,Ex,Unf,TA,0,TA,Corner,Gtl,0,114.0,TA,3.0,0,2,2Types,0,1Fam,Reg,1337,WdShing,6,12,0.0,GasA
Unf,0,293,636.0,WD ,Lvl,9000,0.0,6,Typ,TA,BrkTil,Abnorml,1880,0.0,124000,0,OldTown,Pave,Ex,Fa,Unf,0,N,3,None,VinylSd,1,0,2Story,RM,240.0,Gable,636.0,FuseA,8,1937.0,CompShg,Artery,Fa,0.0,661,2006,Y,Norm,No,1991,1750,0,70,TA,Unf,TA,0,Po,Corner,Gtl,0,50.0,Fa,1.0,0,1,Detchd,0,1Fam,Reg,1089,VinylSd,5,6,0.0,GasA
Unf,0,0,0.0,WD ,Lvl,10260,0.0,4,Typ,TA,CBlock,Abnorml,1976,0.0,100000,0,Mitchel,Pave,TA,TA,Unf,0,Y,4,None,Plywood,2,0,2Story,RL,484.0,Gable,0.0,SBrkr,8,1976.0,CompShg,Norm,TA,0.0,936,2008,Y,Norm,No,1976,1872,0,90,TA,Unf,TA,0,TA,Inside,Gtl,0,76.0,TA,2.0,0,2,Attchd,2,Duplex,Reg,936,Plywood,5,11,0.0,GasA
Fin,0,0,1362.0,WD ,Lvl,3013,0.0,5,Typ,Gd,PConc,Normal,2005,145.0,213490,0,Blmngtn,Pave,Gd,TA,Unf,1,Y,2,BrkFace,VinylSd,1,0,1Story,RL,440.0,Gable,1346.0,SBrkr,6,2005.0,CompShg,Norm,TA,16.0,0,2006,Y,Norm,Gd,2005,1506,20,120,Ex,GLQ,TA,0,TA,Inside,Gtl,0,43.0,Gd,2.0,142,2,Attchd,0,TwnhsE,Reg,1506,VinylSd,7,4,0.0,GasA
RFn,0,0,1568.0,WD ,Lvl,7180,0.0,5,Typ,Gd,PConc,Normal,2001,0.0,221000,0,Somerst,Pave,Gd,TA,Unf,1,Y,3,None,CmentBd,1,0,1Story,FV,564.0,Gable,1568.0,SBrkr,6,2001.0,CompShg,Norm,TA,0.0,0,2006,Y,Norm,No,2002,1568,266,20,Ex,Unf,TA,0,TA,Inside,Gtl,0,60.0,Gd,2.0,0,2,Attchd,0,1Fam,IR1,1568,CemntBd,8,9,0.0,GasA
RFn,0,0,1694.0,New,Lvl,11825,0.0,5,Typ,Gd,PConc,Partial,2006,302.0,322400,0,NridgHt,Pave,Gd,TA,Unf,1,Y,3,Stone,CmentBd,1,0,1Story,RL,856.0,Gable,1694.0,SBrkr,7,2006.0,CompShg,Norm,TA,0.0,0,2007,Y,Norm,Mn,2007,1694,112,20,Ex,Unf,TA,0,TA,Inside,Gtl,0,91.0,Ex,3.0,0,2,Attchd,0,1Fam,Reg,1694,CemntBd,8,6,0.0,GasA
RFn,168,0,1492.0,WD ,Lvl,11166,0.0,5,Typ,Gd,PConc,Family,2001,180.0,201000,0,CollgCr,Pave,Gd,TA,Unf,1,Y,3,BrkFace,VinylSd,1,0,1Story,RL,608.0,Gable,1468.0,SBrkr,6,2001.0,CompShg,Norm,TA,24.0,0,2009,Y,Norm,Mn,2001,1492,114,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,75.0,Gd,2.0,0,2,Attchd,0,1Fam,Reg,1492,VinylSd,7,7,0.0,GasA
Unf,0,81,661.0,WD ,Lvl,5362,0.0,6,Typ,TA,PConc,Normal,1910,0.0,139000,0,Crawfor,Pave,TA,TA,Unf,1,Y,3,None,Wd Shng,1,0,1.5Fin,RL,552.0,Gable,661.0,SBrkr,8,1985.0,CompShg,Norm,TA,0.0,589,2007,Y,Norm,No,2003,1250,0,50,Ex,Unf,TA,0,TA,Corner,Gtl,0,53.0,TA,2.0,242,2,Detchd,0,1Fam,Reg,661,Wd Sdng,5,11,0.0,GasA
RFn,0,211,1078.0,WD ,Lvl,11767,0.0,5,Min1,TA,CBlock,Normal,1950,0.0,120000,0,Edwards,Pave,TA,TA,Unf,0,Y,3,None,MetalSd,1,0,1Story,RL,195.0,Gable,0.0,FuseA,6,1950.0,CompShg,Norm,TA,1078.0,0,2009,Y,Norm,Mn,1950,1368,41,20,TA,Rec,TA,0,TA,Inside,Gtl,900,70.0,Fa,1.0,0,1,Attchd,0,1Fam,Reg,1368,MetalSd,5,6,1.0,GasA
RFn,0,0,1455.0,WD ,Lvl,12720,0.0,5,Typ,Gd,PConc,Normal,2000,150.0,327000,0,NoRidge,Pave,Gd,TA,Unf,2,Y,4,BrkFace,VinylSd,1,0,2Story,RL,810.0,Gable,282.0,SBrkr,10,2000.0,CompShg,Norm,TA,1173.0,1221,2009,Y,Norm,Mn,2000,2687,30,60,Ex,GLQ,TA,0,TA,Inside,Gtl,0,106.0,Gd,3.0,252,2,BuiltIn,1,1Fam,Reg,1466,VinylSd,8,9,1.0,GasA
RFn,0,0,1178.0,WD ,Lvl,11027,539.0,5,Typ,TA,CBlock,Normal,1954,28.0,149900,0,NAmes,Pave,TA,TA,Rec,0,Y,2,Stone,Wd Sdng,1,0,1Story,RL,452.0,Hip,171.0,SBrkr,5,1954.0,CompShg,Norm,TA,468.0,0,2006,Y,Norm,No,1954,1293,0,20,Gd,BLQ,TA,0,TA,Inside,Gtl,0,69.2075858534085,TA,2.0,280,2,Attchd,0,1Fam,IR1,1293,Wd Sdng,6,5,1.0,GasA
RFn,0,0,1795.0,New,Lvl,9986,0.0,5,Typ,Gd,PConc,Partial,2006,428.0,147000,0,Somerst,Pave,Gd,TA,Unf,1,Y,2,BrkFace,VinylSd,1,0,1Story,RL,895.0,Gable,1795.0,SBrkr,7,2007.0,CompShg,Norm,TA,0.0,0,2007,Y,Norm,Av,2007,1795,49,20,Ex,Unf,TA,0,TA,Inside,Gtl,0,75.0,Ex,3.0,0,2,Attchd,0,1Fam,Reg,1795,VinylSd,8,2,0.0,GasA
Unf,0,0,833.0,WD ,Lvl,12887,590.0,7,Typ,TA,CBlock,Normal,1984,0.0,149900,0,Mitchel,Pave,Gd,TA,GLQ,0,Y,2,None,VinylSd,1,0,1Story,RL,495.0,Gable,36.0,SBrkr,5,1984.0,CompShg,Norm,TA,207.0,0,2010,Y,Norm,Mn,1984,833,0,20,TA,Rec,TA,0,TA,Inside,Gtl,0,76.0,Gd,2.0,431,1,Attchd,0,1Fam,Reg,833,VinylSd,5,4,1.0,GasA
RFn,0,0,768.0,WD ,Lvl,9000,0.0,5,Typ,Gd,PConc,Normal,2008,0.0,210000,0,Somerst,Pave,Gd,TA,Unf,0,Y,3,None,VinylSd,1,0,2Story,FV,676.0,Gable,768.0,SBrkr,6,2008.0,CompShg,Norm,TA,0.0,804,2009,Y,Norm,No,2008,1590,30,60,Ex,Unf,TA,0,TA,Inside,Gtl,0,75.0,Gd,2.0,0,2,Attchd,1,1Fam,Reg,786,VinylSd,8,6,0.0,GasA
Fin,0,84,611.0,WD ,Lvl,6155,0.0,8,Typ,TA,BrkTil,Normal,1920,0.0,128000,0,BrkSide,Pave,TA,Fa,Unf,0,Y,3,None,Wd Sdng,1,0,2Story,RM,502.0,Gable,611.0,SBrkr,6,1920.0,CompShg,RRNn,TA,0.0,611,2008,Y,Feedr,Mn,1999,1362,0,70,Ex,Unf,TA,0,Fa,FR3,Gtl,0,60.0,Fa,2.0,0,2,Detchd,0,1Fam,IR1,751,Wd Sdng,6,6,0.0,GasA
RFn,0,180,1488.0,WD ,Lvl,47280,0.0,5,Typ,TA,CBlock,Family,1950,44.0,133000,0,Gilbert,Pave,TA,TA,Unf,1,Y,3,BrkFace,AsbShng,1,0,1Story,RL,738.0,Hip,1488.0,SBrkr,6,1950.0,CompShg,Norm,TA,0.0,0,2008,Y,Norm,No,1950,1488,0,20,Gd,Unf,TA,0,TA,Inside,Gtl,0,69.2075858534085,TA,2.0,0,2,Attchd,1,1Fam,IR1,1488,AsbShng,6,7,0.0,GasA
Unf,0,190,0.0,WD ,Lvl,8335,0.0,5,Min2,TA,Slab,Normal,1954,0.0,93000,0,Edwards,Pave,TA,TA,Unf,1,N,3,None,Wd Sdng,1,0,1Story,RL,0.0,Gable,0.0,SBrkr,5,1954.0,CompShg,Norm,TA,0.0,0,2006,Y,Norm,No,1954,1124,36,20,Gd,Unf,TA,0,TA,Corner,Gtl,0,77.0,TA,0.0,0,1,Attchd,0,1Fam,Reg,1124,Wd Sdng,5,4,0.0,GasA
RFn,0,0,1623.0,WD ,Lvl,13501,0.0,5,Typ,Gd,PConc,Normal,2006,208.0,255000,0,Somerst,Pave,Gd,TA,Unf,1,Y,3,Stone,VinylSd,1,0,1Story,RL,865.0,Gable,1560.0,SBrkr,8,2006.0,CompShg,Norm,TA,63.0,0,2007,Y,Norm,No,2006,1636,60,20,Ex,GLQ,TA,0,TA,Corner,Gtl,0,116.0,Gd,3.0,0,2,Attchd,0,1Fam,IR1,1636,VinylSd,8,6,1.0,GasA
RFn,0,0,1689.0,New,Lvl,9849,0.0,6,Typ,Gd,PConc,Partial,2007,0.0,248328,0,Somerst,Pave,Gd,TA,Unf,0,Y,3,Stone,VinylSd,1,0,1Story,RL,954.0,Hip,1689.0,SBrkr,7,2007.0,CompShg,Norm,TA,0.0,0,2007,Y,Norm,Av,2007,1689,56,20,Ex,Unf,TA,0,TA,Inside,Gtl,0,83.0,Gd,3.0,0,2,Attchd,0,1Fam,Reg,1689,VinylSd,7,6,0.0,GasA
Unf,0,140,0.0,WD ,Lvl,9000,0.0,7,Min2,Fa,Slab,Normal,1945,0.0,89500,0,Sawyer,Pave,TA,TA,Unf,0,Y,3,None,Wd Sdng,1,0,1Story,RL,460.0,Gable,0.0,FuseA,5,1952.0,CompShg,Norm,Fa,0.0,0,2007,N,Norm,No,1950,998,0,20,TA,Unf,TA,0,TA,Inside,Gtl,0,69.2075858534085,TA,2.0,0,1,2Types,0,1Fam,Reg,998,Wd Sdng,4,5,0.0,GasA
RFn,0,0,799.0,WD ,Lvl,7837,0.0,7,Typ,Gd,PConc,Normal,1993,0.0,178000,0,Gilbert,Pave,TA,TA,Unf,1,Y,3,None,VinylSd,1,0,2Story,RL,380.0,Gable,799.0,SBrkr,7,1993.0,CompShg,Norm,TA,0.0,772,2009,Y,Norm,No,1994,1571,40,60,Gd,Unf,TA,0,TA,Inside,Gtl,0,59.0,Gd,2.0,0,2,Attchd,1,1Fam,IR1,799,VinylSd,6,5,0.0,GasA
Unf,0,0,864.0,WD ,Low,7200,0.0,8,Typ,TA,CBlock,Normal,1972,0.0,119900,0,CollgCr,Pave,TA,TA,Unf,0,Y,3,None,VinylSd,1,0,1Story,RL,297.0,Gable,427.0,SBrkr,5,1977.0,CompShg,Norm,TA,437.0,0,2006,Y,Norm,No,1972,864,0,20,Ex,BLQ,TA,0,TA,Inside,Gtl,0,60.0,TA,1.0,0,1,Detchd,0,1Fam,Reg,864,VinylSd,5,3,0.0,GasA
Unf,0,219,973.0,WD ,Lvl,9600,0.0,5,Typ,TA,BrkTil,Normal,1920,0.0,130000,0,OldTown,Pave,TA,TA,Unf,0,Y,4,None,AsbShng,2,0,2Story,RM,393.0,Gable,739.0,FuseP,10,1930.0,CompShg,Norm,TA,234.0,973,2008,Y,Norm,No,1960,2350,0,190,TA,Rec,TA,0,TA,Inside,Gtl,0,60.0,TA,2.0,0,2,2Types,0,2fmCon,Reg,1377,AsbShng,5,4,0.0,GasA
Fin,0,0,1922.0,WD ,HLS,14157,0.0,5,Typ,Gd,PConc,Normal,2005,200.0,377426,0,StoneBr,Pave,Gd,TA,Unf,1,Y,3,Stone,VinylSd,1,0,1Story,RL,676.0,Hip,673.0,SBrkr,8,2005.0,CompShg,Norm,TA,1249.0,0,2007,Y,Norm,Gd,2006,1922,51,20,Ex,GLQ,TA,0,TA,Corner,Gtl,0,86.0,Ex,3.0,178,2,Attchd,0,1Fam,IR1,1922,VinylSd,9,7,1.0,GasA
RFn,0,0,676.0,WD ,Lvl,10274,0.0,7,Typ,TA,CBlock,Normal,1986,141.0,162000,0,SawyerW,Pave,TA,TA,Unf,0,Y,3,BrkFace,VinylSd,1,0,2Story,RL,465.0,Gable,345.0,SBrkr,6,1986.0,CompShg,Norm,TA,331.0,702,2009,Y,Norm,No,1986,1400,48,60,TA,Rec,Gd,0,TA,CulDSac,Gtl,0,69.2075858534085,Gd,2.0,0,2,Attchd,1,1Fam,IR1,698,VinylSd,6,7,0.0,GasA
Fin,0,0,1090.0,New,Lvl,13975,0.0,5,Typ,Gd,PConc,Partial,2005,525.0,300000,0,NridgHt,Pave,Ex,TA,Unf,1,Y,4,BrkFace,VinylSd,1,0,2Story,RL,670.0,Hip,1090.0,SBrkr,10,2005.0,CompShg,Norm,TA,0.0,1089,2006,Y,Norm,Av,2006,2206,95,60,Ex,Unf,TA,0,TA,Corner,Gtl,0,120.0,Gd,3.0,148,2,BuiltIn,1,1Fam,IR1,1117,VinylSd,9,8,0.0,GasA
RFn,224,0,836.0,WD ,Lvl,9370,0.0,5,Typ,Gd,PConc,Family,1992,0.0,248500,0,SawyerW,Pave,Gd,TA,Unf,0,Y,3,None,HdBoard,1,0,2Story,RL,462.0,Gable,78.0,SBrkr,7,1992.0,CompShg,Norm,TA,758.0,887,2006,Y,Norm,No,1993,1731,85,60,Ex,ALQ,TA,0,TA,Inside,Gtl,3000,70.0,Gd,2.0,307,2,Attchd,1,1Fam,IR2,844,HdBoard,6,10,1.0,GasA
RFn,0,0,1156.0,WD ,Lvl,13758,0.0,5,Typ,Gd,CBlock,Normal,1990,117.0,187500,0,Timber,Pave,Gd,TA,Unf,1,Y,3,BrkFace,HdBoard,1,0,1.5Fin,RL,400.0,Gable,254.0,SBrkr,7,1990.0,CompShg,Norm,TA,902.0,530,2007,Y,Norm,Mn,1991,1717,36,50,Ex,LwQ,Gd,0,TA,CulDSac,Gtl,0,44.0,Gd,2.0,168,2,Attchd,1,1Fam,IR1,1187,HdBoard,7,4,0.0,GasA
RFn,0,0,1036.0,WD ,Lvl,7584,0.0,5,Typ,TA,CBlock,Normal,1953,88.0,112900,0,NAmes,Pave,TA,TA,Unf,0,Y,3,BrkFace,Wd Sdng,1,0,1Story,RL,312.0,Hip,505.0,SBrkr,5,1953.0,CompShg,Artery,TA,531.0,0,2008,Y,Norm,No,1953,1036,24,20,Ex,LwQ,TA,0,TA,Inside,Gtl,0,63.0,TA,1.0,120,1,Attchd,0,1Fam,Reg,1036,Wd Sdng,5,6,0.0,GasA
RFn,0,0,1438.0,WD ,HLS,18275,0.0,8,Typ,TA,CBlock,Normal,1962,0.0,277500,0,NAmes,Pave,TA,TA,Unf,2,Y,3,None,Plywood,1,0,2Story,RL,441.0,Gable,802.0,SBrkr,9,1962.0,CompShg,Norm,TA,636.0,548,2006,Y,Norm,Gd,1998,2448,102,60,TA,ALQ,TA,0,TA,Inside,Gtl,0,69.2075858534085,TA,2.0,520,3,Attchd,0,1Fam,IR1,1900,Plywood,7,9,1.0,GasA
Fin,0,0,1620.0,WD ,HLS,12898,0.0,5,Typ,Gd,PConc,Normal,2007,70.0,315500,0,Timber,Pave,Ex,TA,Unf,1,Y,2,Stone,VinylSd,1,0,1Story,RL,912.0,Hip,598.0,SBrkr,6,2008.0,CompShg,Norm,TA,1022.0,0,2009,Y,Norm,Gd,2008,1620,0,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,89.0,Ex,3.0,228,2,Attchd,0,1Fam,IR1,1620,VinylSd,9,9,1.0,GasA
RFn,144,0,1105.0,WD ,Lvl,11762,0.0,5,Typ,Gd,PConc,Normal,1992,309.0,263000,0,NoRidge,Pave,Gd,TA,Unf,1,Y,4,BrkFace,VinylSd,1,0,2Story,RL,517.0,Gable,770.0,SBrkr,9,1992.0,CompShg,Norm,TA,335.0,1097,2007,Y,Norm,No,1993,2202,65,60,Ex,GLQ,TA,0,TA,Inside,Gtl,0,88.0,Ex,2.0,0,2,Attchd,1,1Fam,Reg,1105,VinylSd,8,9,1.0,GasA
Unf,0,0,969.0,WD ,Lvl,10356,0.0,6,Typ,TA,CBlock,Normal,1975,0.0,122000,0,CollgCr,Pave,TA,TA,Unf,0,Y,3,None,HdBoard,1,0,1Story,RL,440.0,Gable,253.0,SBrkr,5,1975.0,CompShg,Norm,TA,716.0,0,2007,Y,Norm,Av,1975,969,0,20,TA,BLQ,TA,0,TA,Corner,Gtl,0,120.0,TA,2.0,0,1,Attchd,1,1Fam,Reg,969,HdBoard,5,1,0.0,GasA
Fin,0,0,1228.0,WD ,HLS,4671,0.0,5,Typ,Gd,PConc,Normal,1988,0.0,189000,0,StoneBr,Pave,Gd,TA,Unf,1,Y,2,None,HdBoard,1,0,1Story,RL,472.0,Gable,461.0,SBrkr,5,1988.0,CompShg,Norm,TA,767.0,0,2008,Y,Norm,Mn,1989,1228,120,120,Gd,GLQ,TA,0,TA,Inside,Gtl,0,40.0,Gd,2.0,168,2,Attchd,0,TwnhsE,IR1,1228,HdBoard,8,10,1.0,GasA
Fin,0,0,936.0,WD ,Lvl,10261,0.0,5,Typ,TA,PConc,Normal,2000,318.0,186500,0,Gilbert,Pave,TA,TA,Unf,1,Y,3,BrkFace,VinylSd,1,0,2Story,RL,451.0,Gable,936.0,SBrkr,8,2000.0,CompShg,Norm,TA,0.0,830,2008,Y,Norm,No,2000,1792,0,60,Ex,Unf,TA,0,TA,Inside,Gtl,0,93.0,Gd,2.0,0,2,Attchd,1,1Fam,IR1,962,VinylSd,6,5,1.0,GasA
Unf,0,0,912.0,WD ,Lvl,7800,600.0,5,Typ,TA,CBlock,Abnorml,1964,0.0,115000,0,NAmes,Pave,TA,TA,LwQ,0,Y,2,None,Wd Sdng,1,0,1Story,RL,288.0,Gable,0.0,SBrkr,5,1964.0,CompShg,Norm,TA,312.0,0,2006,Y,Norm,No,1964,912,0,20,TA,Rec,TA,0,TA,Inside,Gtl,0,66.0,TA,1.0,0,1,Attchd,0,1Fam,IR1,912,Wd Sdng,5,11,0.0,GasA
